codigo,capitulo,enfermedad,tipo de enfermedad,descripcion
G21,CAPITULO VI,Trastornos extrapiramidales y del movimiento,ENFERMEDADES DEL SISTEMA NERVIOSO,Parkinsonismo secundario
G22,CAPITULO VI,Trastornos extrapiramidales y del movimiento,ENFERMEDADES DEL SISTEMA NERVIOSO,Parkinsonismo en enfermedades clasificadas en otra parte
G23,CAPITULO VI,Trastornos extrapiramidales y del movimiento,ENFERMEDADES DEL SISTEMA NERVIOSO,Otras enfermedades degenerativas de los núcleos de la base
G24,CAPITULO VI,Trastornos extrapiramidales y del movimiento,ENFERMEDADES DEL SISTEMA NERVIOSO,Distonia
G25,CAPITULO VI,Trastornos extrapiramidales y del movimiento,ENFERMEDADES DEL SISTEMA NERVIOSO,Otros trastornos extrapiramidales y del movimiento
G26,CAPITULO VI,Trastornos extrapiramidales y del movimiento,ENFERMEDADES DEL SISTEMA NERVIOSO,Trastornos extrapiramidales y del movimiento en enfermedades clasificadas en otra parte
G30,CAPITULO VI,Otras enfermedades degenerativas del sistema nervioso,ENFERMEDADES DEL SISTEMA NERVIOSO,Enfermedad de Alzheimer
G31,CAPITULO VI,Otras enfermedades degenerativas del sistema nervioso,ENFERMEDADES DEL SISTEMA NERVIOSO,Otras enfermedades degenerativas del sistema nervioso
G32,CAPITULO VI,Otras enfermedades degenerativas del sistema nervioso,ENFERMEDADES DEL SISTEMA NERVIOSO,Otros trastornos degenerativos del sistema nervioso en enfermedades
G35,CAPITULO VI,Enfermedades desmielinizantes del sistema nervioso central,ENFERMEDADES DEL SISTEMA NERVIOSO,Esclerosis múltiple
G36,CAPITULO VI,Enfermedades desmielinizantes del sistema nervioso central,ENFERMEDADES DEL SISTEMA NERVIOSO,Otras desmielinizaciones diseminadas agudas
G37,CAPITULO VI,Enfermedades desmielinizantes del sistema nervioso central,ENFERMEDADES DEL SISTEMA NERVIOSO,Otras enfermedades desmielinizantes del sistema nervioso central
G40,CAPITULO VI,Trastornos episódicos y paroxístico,ENFERMEDADES DEL SISTEMA NERVIOSO,Epilepsia
G41,CAPITULO VI,Trastornos episódicos y paroxístico,ENFERMEDADES DEL SISTEMA NERVIOSO,Estado de mal epiléptico
G43,CAPITULO VI,Trastornos episódicos y paroxístico,ENFERMEDADES DEL SISTEMA NERVIOSO,Migraña
G44,CAPITULO VI,Trastornos episódicos y paroxístico,ENFERMEDADES DEL SISTEMA NERVIOSO,Otros síndromes de cefalea
G45,CAPITULO VI,Trastornos episódicos y paroxístico,ENFERMEDADES DEL SISTEMA NERVIOSO,Ataques de isquemia cerebral transitoria y síndromes afines
G46,CAPITULO VI,Trastornos episódicos y paroxístico,ENFERMEDADES DEL SISTEMA NERVIOSO,Síndromes vasculares encefálicos en enfermedades cerebrovasculares (I60-167+)
G47,CAPITULO VI,Trastornos episódicos y paroxístico,ENFERMEDADES DEL SISTEMA NERVIOSO,Trastornos del sueno
G50,CAPITULO VI,"Trastorno de los nervios,de las raíces y de los plexos nerviosos",ENFERMEDADES DEL SISTEMA NERVIOSO,Trastornos del nervio trigémino
G51,CAPITULO VI,"Trastorno de los nervios,de las raíces y de los plexos nerviosos",ENFERMEDADES DEL SISTEMA NERVIOSO,Trastornos del nervio facial
G52,CAPITULO VI,"Trastorno de los nervios,de las raíces y de los plexos nerviosos",ENFERMEDADES DEL SISTEMA NERVIOSO,Trastornos de otros nervios craneales
G53,CAPITULO VI,"Trastorno de los nervios,de las raíces y de los plexos nerviosos",ENFERMEDADES DEL SISTEMA NERVIOSO,Trastornos de los nervios craneales en enfermedades clasificadas en otra parte
G54,CAPITULO VI,"Trastorno de los nervios,de las raíces y de los plexos nerviosos",ENFERMEDADES DEL SISTEMA NERVIOSO,Trastornos de las raíces y de los plexos nerviosos
G55,CAPITULO VI,"Trastorno de los nervios,de las raíces y de los plexos nerviosos",ENFERMEDADES DEL SISTEMA NERVIOSO,Compresiones de las raíces y de los plexos nerviosos en enfermedades
G56,CAPITULO VI,"Trastorno de los nervios,de las raíces y de los plexos nerviosos",ENFERMEDADES DEL SISTEMA NERVIOSO,Mononeuropatias del miembro superior
G57,CAPITULO VI,"Trastorno de los nervios,de las raíces y de los plexos nerviosos",ENFERMEDADES DEL SISTEMA NERVIOSO,Mononeuropatias del miembro inferior
G58,CAPITULO VI,"Trastorno de los nervios,de las raíces y de los plexos nerviosos",ENFERMEDADES DEL SISTEMA NERVIOSO,Otras mononeuropatias
G59,CAPITULO VI,"Trastorno de los nervios,de las raíces y de los plexos nerviosos",ENFERMEDADES DEL SISTEMA NERVIOSO,Mononeuropatia en enfermedades clasificadas en otra parte
G60,CAPITULO VI,Polineuropatías y otros trastornos del sistema nervioso periférico,ENFERMEDADES DEL SISTEMA NERVIOSO,Neuropatía hereditaria e idiopatica
G61,CAPITULO VI,Polineuropatías y otros trastornos del sistema nervioso periférico,ENFERMEDADES DEL SISTEMA NERVIOSO,Polineuropatia inflamatoria
G62,CAPITULO VI,Polineuropatías y otros trastornos del sistema nervioso periférico,ENFERMEDADES DEL SISTEMA NERVIOSO,Otras polineuropatias.
G63,CAPITULO VI,Polineuropatías y otros trastornos del sistema nervioso periférico,ENFERMEDADES DEL SISTEMA NERVIOSO,Polineuropatias en enfermedades clasificadas en otra parte
G64,CAPITULO VI,Polineuropatías y otros trastornos del sistema nervioso periférico,ENFERMEDADES DEL SISTEMA NERVIOSO,Otros trastornos del sistema nervioso periférico
G70,CAPITULO VI,Enfermedades musculares y de la unión neuromuscular,ENFERMEDADES DEL SISTEMA NERVIOSO,Miastenia gravis y otros trastornos neuromusculares
G71,CAPITULO VI,Enfermedades musculares y de la unión neuromuscular,ENFERMEDADES DEL SISTEMA NERVIOSO,Trastornos musculares primarios
G72,CAPITULO VI,Enfermedades musculares y de la unión neuromuscular,ENFERMEDADES DEL SISTEMA NERVIOSO,Otras miopatias
G73,CAPITULO VI,Enfermedades musculares y de la unión neuromuscular,ENFERMEDADES DEL SISTEMA NERVIOSO,Trastornos del músculo y de la unión neuromuscular en enfermedades clasificadas en otra parte
G80,CAPITULO VI,Parálisis cerebral y otros síndromes paralíticos,ENFERMEDADES DEL SISTEMA NERVIOSO,Parálisis cerebral infantil
G81,CAPITULO VI,Parálisis cerebral y otros síndromes paralíticos,ENFERMEDADES DEL SISTEMA NERVIOSO,Hemiplejía
G82,CAPITULO VI,Parálisis cerebral y otros síndromes paralíticos,ENFERMEDADES DEL SISTEMA NERVIOSO,Paraplejia y cuadriplejia
G83,CAPITULO VI,Parálisis cerebral y otros síndromes paralíticos,ENFERMEDADES DEL SISTEMA NERVIOSO,Otros síndromes paralíticos
G90,CAPITULO VI,Otros trastornos del sistema nervioso,ENFERMEDADES DEL SISTEMA NERVIOSO,Trastornos del sistema nervioso autónomo
G91,CAPITULO VI,Otros trastornos del sistema nervioso,ENFERMEDADES DEL SISTEMA NERVIOSO,Hidrocéfalo
G92,CAPITULO VI,Otros trastornos del sistema nervioso,ENFERMEDADES DEL SISTEMA NERVIOSO,Encefalopatía tóxica
G93,CAPITULO VI,Otros trastornos del sistema nervioso,ENFERMEDADES DEL SISTEMA NERVIOSO,Otros trastornos del encéfalo
G94,CAPITULO VI,Otros trastornos del sistema nervioso,ENFERMEDADES DEL SISTEMA NERVIOSO,Otros trastornos del encéfalo en enfermedades clasificadas en otra parte
G95,CAPITULO VI,Otros trastornos del sistema nervioso,ENFERMEDADES DEL SISTEMA NERVIOSO,Otras enfermedades de la medula espinal
G96,CAPITULO VI,Otros trastornos del sistema nervioso,ENFERMEDADES DEL SISTEMA NERVIOSO,Otros trastornos del sistema nervioso central
G97,CAPITULO VI,Otros trastornos del sistema nervioso,ENFERMEDADES DEL SISTEMA NERVIOSO,"Trastornos del sistema nervioso consecutivos a procedimientos, no clasificados en otra parte"
G98,CAPITULO VI,Otros trastornos del sistema nervioso,ENFERMEDADES DEL SISTEMA NERVIOSO,"Otros trastornos del sistema nervioso, no clasificados en otra parte"
G99,CAPITULO VI,Otros trastornos del sistema nervioso,ENFERMEDADES DEL SISTEMA NERVIOSO,Otros trastornos del sistema nervioso en enfermedades clasificadas en otra parte
H00,CAPITULO Vll,"Trastornos del párpado, aparato lagrimal y órbita",ENFERMEDADES DEL OJO Y SUS ANEXOS,Orzuelo y calacio
H01,CAPITULO Vll,"Trastornos del párpado, aparato lagrimal y órbita",ENFERMEDADES DEL OJO Y SUS ANEXOS,Otras inflamaciones del párpado
H02,CAPITULO Vll,"Trastornos del párpado, aparato lagrimal y órbita",ENFERMEDADES DEL OJO Y SUS ANEXOS,Otros trastornos de los párpados
H03,CAPITULO Vll,"Trastornos del párpado, aparato lagrimal y órbita",ENFERMEDADES DEL OJO Y SUS ANEXOS,Trastornos del párpado en enfermedades clasificadas en otra parte
H04,CAPITULO Vll,"Trastornos del párpado, aparato lagrimal y órbita",ENFERMEDADES DEL OJO Y SUS ANEXOS,Trastornos del aparato lagrimal
H05,CAPITULO Vll,"Trastornos del párpado, aparato lagrimal y órbita",ENFERMEDADES DEL OJO Y SUS ANEXOS,Trastornos de la órbita
H06,CAPITULO Vll,"Trastornos del párpado, aparato lagrimal y órbita",ENFERMEDADES DEL OJO Y SUS ANEXOS,Trastornos del aparato lagrimal y de la órbita en enfermedades clasificadas en otra parte
H10,CAPITULO Vll,Trastornos de la conjuntiva,ENFERMEDADES DEL OJO Y SUS ANEXOS,Conjuntivitis
H11,CAPITULO Vll,Trastornos de la conjuntiva,ENFERMEDADES DEL OJO Y SUS ANEXOS,Otros trastornos de la conjuntiva
H13,CAPITULO Vll,Trastornos de la conjuntiva,ENFERMEDADES DEL OJO Y SUS ANEXOS,Trastornos de la conjuntiva en enfermedades clasificadas en otra parte
H15,CAPITULO Vll,"Trastornos de la esclerótica, córnea, iris y cuerpo ciliar",ENFERMEDADES DEL OJO Y SUS ANEXOS,Trastornos de la esclerótica
H16,CAPITULO Vll,"Trastornos de la esclerótica, córnea, iris y cuerpo ciliar",ENFERMEDADES DEL OJO Y SUS ANEXOS,Queratitis
H17,CAPITULO Vll,"Trastornos de la esclerótica, córnea, iris y cuerpo ciliar",ENFERMEDADES DEL OJO Y SUS ANEXOS,Opacidades y cicatrices corneales
H18,CAPITULO Vll,"Trastornos de la esclerótica, córnea, iris y cuerpo ciliar",ENFERMEDADES DEL OJO Y SUS ANEXOS,Otros trastornos de la cornea
H19,CAPITULO Vll,"Trastornos de la esclerótica, córnea, iris y cuerpo ciliar",ENFERMEDADES DEL OJO Y SUS ANEXOS,Trastornos de la esclerótica y de la cornea en enfermedades clasificadas en otra parte
H20,CAPITULO Vll,"Trastornos de la esclerótica, córnea, iris y cuerpo ciliar",ENFERMEDADES DEL OJO Y SUS ANEXOS,Iridociclitis
H21,CAPITULO Vll,"Trastornos de la esclerótica, córnea, iris y cuerpo ciliar",ENFERMEDADES DEL OJO Y SUS ANEXOS,Otros trastornos del iris y del cuerpo ciliar
H22,CAPITULO Vll,"Trastornos de la esclerótica, córnea, iris y cuerpo ciliar",ENFERMEDADES DEL OJO Y SUS ANEXOS,Trastornos del iris y del cuerpo ciliar en enfermedades clasificadas en otra parte
H25,CAPITULO Vll,Trastornos del cristalino,ENFERMEDADES DEL OJO Y SUS ANEXOS,Catarata senil
H26,CAPITULO Vll,Trastornos del cristalino,ENFERMEDADES DEL OJO Y SUS ANEXOS,Otras cataratas
H27,CAPITULO Vll,Trastornos del cristalino,ENFERMEDADES DEL OJO Y SUS ANEXOS,Otros trastornos del cristalino
H28,CAPITULO Vll,Trastornos del cristalino,ENFERMEDADES DEL OJO Y SUS ANEXOS,Catarata y otros trastornos del cristalino en enfermedades clasificadas en otra parte
H30,CAPITULO Vll,Trastornos de la coroides y retina,ENFERMEDADES DEL OJO Y SUS ANEXOS,Inflamación coriorretiniana
H31,CAPITULO Vll,Trastornos de la coroides y retina,ENFERMEDADES DEL OJO Y SUS ANEXOS,Otros trastornos de la coroides
H32,CAPITULO Vll,Trastornos de la coroides y retina,ENFERMEDADES DEL OJO Y SUS ANEXOS,Trastornos coriorretinianos en enfermedades clasificadas en otra parte
H33,CAPITULO Vll,Trastornos de la coroides y retina,ENFERMEDADES DEL OJO Y SUS ANEXOS,Desprendimiento y desgarro de la retina
H34,CAPITULO Vll,Trastornos de la coroides y retina,ENFERMEDADES DEL OJO Y SUS ANEXOS,Oclusión vascular de la retina
H35,CAPITULO Vll,Trastornos de la coroides y retina,ENFERMEDADES DEL OJO Y SUS ANEXOS,Otros trastornos de la retina
H36,CAPITULO Vll,Trastornos de la coroides y retina,ENFERMEDADES DEL OJO Y SUS ANEXOS,Trastornos de la retina en enfermedades clasificadas en otra parte
H40,CAPITULO Vll,Glaucoma,ENFERMEDADES DEL OJO Y SUS ANEXOS,Glaucoma
H42,CAPITULO Vll,Glaucoma,ENFERMEDADES DEL OJO Y SUS ANEXOS,Glaucoma en enfermedades clasificadas en otra parte
H43,CAPITULO Vll,Trastornos del cuerpo vitreo y del globo ocular,ENFERMEDADES DEL OJO Y SUS ANEXOS,Trastornos del cuerpo vitreo
H44,CAPITULO Vll,Trastornos del cuerpo vitreo y del globo ocular,ENFERMEDADES DEL OJO Y SUS ANEXOS,Trastornos del globo ocular
H45,CAPITULO Vll,Trastornos del cuerpo vitreo y del globo ocular,ENFERMEDADES DEL OJO Y SUS ANEXOS,Trastornos del cuerpo vitreo y del globo ocular en enfermedades clasificadas
H46,CAPITULO Vll,Trastornos del nervio óptico y de las vías ópticas,ENFERMEDADES DEL OJO Y SUS ANEXOS,Neuritis óptica
H47,CAPITULO Vll,Trastornos del nervio óptico y de las vías ópticas,ENFERMEDADES DEL OJO Y SUS ANEXOS,Otros trastornos del nervio óptico [II par] y de las vías ópticas
H48,CAPITULO Vll,Trastornos del nervio óptico y de las vías ópticas,ENFERMEDADES DEL OJO Y SUS ANEXOS,Trastornos del nervio óptico [II par] y de las vías ópticas en enfermedades clasificadas en otra parte
H49,CAPITULO Vll,Trastornos de los músculos oculares del movimiento binocular de la acomodación y de la refracción,ENFERMEDADES DEL OJO Y SUS ANEXOS,Estrabismo paralítico
H50,CAPITULO Vll,Trastornos de los músculos oculares del movimiento binocular de la acomodación y de la refracción,ENFERMEDADES DEL OJO Y SUS ANEXOS,Otros estrabismos
H51,CAPITULO Vll,Trastornos de los músculos oculares del movimiento binocular de la acomodación y de la refracción,ENFERMEDADES DEL OJO Y SUS ANEXOS,Otros trastornos de los movimientos binoculares
H52,CAPITULO Vll,Trastornos de los músculos oculares del movimiento binocular de la acomodación y de la refracción,ENFERMEDADES DEL OJO Y SUS ANEXOS,Trastornos de la acomodación y de la refracción
H53,CAPITULO Vll,Alteración de la visión y ceguera,ENFERMEDADES DEL OJO Y SUS ANEXOS,Alteraciones de la visión
H54,CAPITULO Vll,Alteración de la visión y ceguera,ENFERMEDADES DEL OJO Y SUS ANEXOS,Ceguera y disminución de la agudeza visual
H55,CAPITULO Vll,Otros trastornos del ojo y sus anexos,ENFERMEDADES DEL OJO Y SUS ANEXOS,Nistagmo y otros movimientos oculares irregulares
H57,CAPITULO Vll,Otros trastornos del ojo y sus anexos,ENFERMEDADES DEL OJO Y SUS ANEXOS,Otros trastornos del ojo y sus anexos
H58,CAPITULO Vll,Otros trastornos del ojo y sus anexos,ENFERMEDADES DEL OJO Y SUS ANEXOS,Otros trastornos del ojo y sus anexos en enfermedades clasificadas en otra parte
H59,CAPITULO Vll,Otros trastornos del ojo y sus anexos,ENFERMEDADES DEL OJO Y SUS ANEXOS,"Trastornos del ojo y sus anexos consecutivos a procedimientos, no clasificados en otra parte"
H60,CAPITULO VIII,Enfermedades del oído externo,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,Otitis externa
H61,CAPITULO VIII,Enfermedades del oído externo,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,Otros trastornos del oído externo
H62,CAPITULO VIII,Enfermedades del oído externo,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,Trastornos del oído externo en enfermedades clasificadas en otra parte
